name,dividend_yield_ttm,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,price,gdp_per_capita_usd,gdp_growth_percent,inflation_percent,interest_rate_percent,unemployment_rate_percent,exchange_rate_to_usd,inflation,interest_rate,unemployment,pc_class
USA Compression Partners,4.619847116327877e-07,United States,349792964.2,2572958539.036725,141.125,1158882666.3,21.989783096080004,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Starwood Property Trust,1.72428882078534e-07,United States,508175116.2,6838861466.160391,11.7523,1246005630.9,19.73042539976,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Yellow Pages (Canada),1.2465891370502098e-05,Canada,45320914.76,94521475.76772448,2.86222,212489048.2412,6.971589023371959,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Ares Capital,9.120455274278297e-08,United States,2229006400.0,12867540323.4502,8.86017,2370875500.0,20.41212815296,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Labrador Iron Ore Royalty Corp.,7.721937440490805e-07,Canada,151062473.3,1493858096.8698971,9.9136,199519994.9977,23.341502269568,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Central Puerto,6.419339273710356e-07,Argentina,367508708.3,1789058274.7407832,20.2629,866374508.3585,9.41723660492,8.5,-2.8,147.5,97.0,9.5,350.0,-147.5,-97.0,-9.5,0
Cemig,1.8274520036451e-07,Brazil,1995190786.0,6255112246.559413,4.51744,9610789746.6123,2.01589242732,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Buckle,5.224230247547424e-07,United States,345131733.5,2166998394.704125,9.13485,1572973007.2,42.6794616557,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Enel Chile,2.979795219526011e-07,Chile,1723735127.0,3799023020.045215,2.50047,6160602299.302,2.74628823432,18.0,2.0,4.5,9.0,7.2,850.0,-4.5,-9.0,-7.2,0
TFS Financial,3.245220399219486e-07,United States,128757072.1,3474884408.3786097,47.5185,387888012.8,12.48489899432,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sitio Royalties,3.613957612065496e-07,United States,41382321.8,3092359256.9788733,21.1224,800094434.3,20.04693024946,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Peyto Exploration &amp; Development,5.274000743938813e-07,Canada,366736735.9,2116922499.0783448,7.48841,911181688.2673,10.827095284645202,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
OneMain Financial,2.0381901523094576e-07,United States,975190300.0,5407445117.184839,8.63262,5590409400.0,45.14819948336,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
SIGA Technologies,2.2727634516961863e-06,United States,131290266.3,484788853.8852153,18.3158,221056055.4056,6.7926810051,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Medifast,5.324854939982698e-06,United States,43773646.9,205736021.1024941,1.57658,984368336.1,18.8103214551552,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Global Medical REIT,1.7218586078053912e-06,United States,43176774.2,631087344.3813077,30.875,175995648.1,9.621260500342,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Insteel Industries,1.838940672320728e-06,United States,33968063.7,589686686.9726135,11.8314,706045445.8,30.32603390664,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Brandywine Realty Trust,1.200337292167502e-06,United States,-211515325.2,898973745.8306178,-76.1429,653584553.2,5.19067953508,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Westlake Chemical Partners,1.4106718177460571e-06,United States,476383656.8,763734141.2415916,13.4639,1518099061.8,21.67814755176,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Vitesse Energy,1.5680548588126415e-06,United States,57391802.4,686014106.3014495,-45.0921,322270358.8,23.2509331895,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Grupo Aval,4.723662965897001e-07,Colombia,821347959.2,2274390247.0526648,16.0062,4965711821.3938,2.01589242732,7.5,1.3,5.0,13.25,10.5,4200.0,-5.0,-13.25,-10.5,0
Gladstone Capital,2.102391315500678e-06,United States,96988618.5,510970976.4683689,25.1458,101792996.4,23.488165747613603,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
BB Seguridade Participações,8.630676564526889e-08,Brazil,2505318839.0,12306160778.465252,9.00699,1322132230.8139,6.339494753383399,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Megacable Holdings,6.142222249334553e-07,Mexico,503671091.8,1721054817.9277089,21.3664,2327829912.5402,2.00472224077828,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
Spok Holdings,3.507325318944821e-06,United States,27242701.5,300949873.1408115,8.19459,176725443.2,14.851381409,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Redwood Trust,1.053683428339742e-06,United States,56447286.5,1001688571.9300544,-11.7205,248250475.4,7.576152240742,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
BCE,3.364910508000297e-08,Canada,2882319996.0,31269462649.849087,19.4644,23233638087.2815,34.1943074866196,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Eagle Bancorp,1.6396772645024208e-06,United States,-21975651.4,640963137.1079173,5.54177,393557664.4,21.23991006756,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Havertys,2.4001113172533704e-06,United States,65290460.4,434468345.7821129,6.75186,1014458644.4,26.49875987796,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
1-800-PetMeds,1.4047081747182716e-05,United States,-1316443.0,74174043.15376532,-12.5013,346073693.2,3.6005591701872,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
B&amp;G Foods,1.478339568514828e-06,United States,1657695.7,703488633.1594315,-32.2069,2557062717.5,8.8864823185,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
"Cheniere Energy
Partners",4.54223667021736e-08,United States,4806934100.0,22758786682.740856,4.75197,11506734300.0,47.01801274928,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
First National Financial,6.140687073011412e-07,Canada,297438153.9,1682605218.6262896,9.39417,572215420.9784,28.0586905494968,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
CTO Realty Growth,2.3856884216317507e-06,United States,50428713.6,428814622.573505,-44.1628,147399438.7,18.54718419242,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Algonquin Power & Utilities,2.452793872978128e-07,Canada,462785950.9,4108329524.96121,-14.1795,3357879278.3,5.351366612620001,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
AllianceBernstein,2.588688800908373e-07,United States,464287718.4,3892260136.6623816,15.8569,464287718.4,33.958243561797204,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Easterly Government Properties,7.426367047025755e-07,United States,95958469.9,1356350576.2934406,40.7576,375320455.5,13.0497384184,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
SolarWinds,4.758144319313178e-07,United States,233873128.5,2100181240.9175625,-117.972,989621327.1,12.39725149748,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Energy Transfer Partners,1.870400484874819e-08,United States,12200742600.0,53407742575.88243,15.1604,106886224900.0,15.6061237429,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Itaúsa,4.9920491185852026e-08,Brazil,3949776335.0,19909975232.40889,7.99294,1911209107.4618,1.92797224937872,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Kayne Anderson Capital Advisors,5.442708824411535e-07,United States,595866835.3,1824110417.494808,-7.58772,605942097.6,10.7855114167,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Golden Entertainment,1.1210831006104548e-06,United States,535173700.6,885413673.0448394,18.7151,1060564823.8,31.27067915036,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Ladder Capital,6.852140245788289e-07,United States,130478672.8,1444475249.47898,10.4211,352129331.0,11.296788481600002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Freehold Royalties,6.563258695397938e-07,Canada,195398484.2,1506028515.6717708,13.082,305310061.267,9.99424929245,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Western Union,2.520781601488272e-07,United States,1014939210.0,3919437249.21144,6.11055,5451863360.0,11.60355472054,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
BBVA Argentina,3.674019851884295e-07,Argentina,702218814.4,2675963061.538085,6.29282,5245435867.1618,10.52256892618,8.5,-2.8,147.5,97.0,9.5,350.0,-147.5,-97.0,-9.5,0
Chord Energy,1.2615870297799177e-07,United States,1593509518.0,7784059551.336015,4.95267,5667086453.3,125.79363518692,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Altria Group,1.1653163821830322e-08,United States,18757395600.0,84219277485.95332,10.3971,25939039500.0,49.36014863706,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
CSN Mineração,1.4558468962174566e-07,Brazil,1588818891.0,6704181462.596691,14.6359,4531650568.5649,1.22435762196872,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
CNA Financial,7.5524280597731e-08,United States,2239231200.0,12873961511.514366,12.2124,17361710400.0,47.53415911956,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
First Advantage,3.476160227587308e-07,United States,38821009.4,2795306760.282513,59.7879,967378552.8,19.22401764024,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
NorthWest Healthcare Properties REIT,9.604020292695191e-07,Canada,-447774666.4,1006078429.9205624,-6.13968,471626793.5456,4.0565890962457205,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Artis REIT,1.6342482392660195e-06,Canada,-104174863.56,590794491.9271454,-2.65526,308558107.0218,5.68640403859628,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Kennedy Wilson,6.547029240714309e-07,United States,-456792940.0,1472022211.091961,-21.8431,705894630.0,10.712471836,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Vinci Partners,1.8489879414806071e-06,Brazil,54750736.56,517209452.6123389,11.3091,134398450.8499,9.7774678169324,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Main Street Capital,2.238718589030625e-07,United States,613576188.9,4267877699.240964,11.3386,690407892.3,49.01442795508,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Gladstone Commercial,1.4128826555860976e-06,United States,14659807.0,673402963.7481254,-62.0,185517493.1,15.66942471284,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
MPLX,2.14087759752258e-08,United States,6647398100.0,44427469239.748,12.8023,13646273700.0,43.5315900972,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Movado,2.301298694052128e-06,United States,61323238.0,409875844.94698113,6.10633,847748392.8,18.44492877944,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Westshore Terminals Investment,8.68055324175475e-07,Canada,151982705.3,1081240496.038095,19.4975,361765021.4794,17.5043737522392,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Granite Ridge Resources,1.233028126730965e-06,United States,109466708.8,760139113.602316,10.0,504657785.0,5.81395062372,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Alexander's,7.669445767536271e-07,United States,149320423.0,1221463618.4863925,12.3159,297972399.7,239.16080304408,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Armada Hoffler Properties,9.696315731715096e-07,United States,101658795.9,965663004.3897916,23.9291,939738362.2,10.63456294992,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Suburban Propane Partners,8.390188760627733e-07,United States,222403459.1,1111292849.661991,12.7286,1719205540.6,17.34446576356,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
BMV (Bolsa Mexicana de Valores),1.058095215674748e-06,Mexico,160585596.4,881176687.8705976,11.1351,265732755.3635,1.5644883413724802,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
Ford,2.2674859693652927e-08,United States,6187282100.0,40784578369.79969,7.0,230502778800.0,10.25962643566,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Gibson Energy,3.609388246926532e-07,Canada,224490596.4,2561505724.3766184,14.1773,11862520834.9078,15.738081918698,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Stelco,3.533507895937687e-07,Canada,269528284.2,2608667346.575686,12.61,2692870568.841,47.9108485837568,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
XP Inc.,9.685051433325461e-08,Brazil,1320366767.0,9498667346.613417,14.148,1816865835.1587,17.7242715832,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Corebridge Financial,5.54479992954301e-08,United States,3476432000.0,16589921692.193756,8.97515,24073013500.0,28.0228524619,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Hess Midstream,1.152828789623704e-07,United States,1131374120.0,7892026059.628281,17.335,1840591810.0,34.21660890526,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
National Beverage,2.1009123026029e-07,United States,287470252.0,4244637166.8877554,27.7262,1529792398.7,45.34297169856001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Enterprise Products,1.4392294442513386e-08,United States,7558683400.0,61779667429.088806,11.7794,70120400300.0,28.46595925148,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Pizza Pizza,2.848886188695161e-06,Canada,37313362.64,311885906.47314024,14.7887,38747978.766,9.47733357191996,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Itaú Unibanco,1.4983499974802467e-08,Brazil,11225782358.0,59005766041.76593,10.8289,38886240367.4012,6.53947712534,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Whitecap Resources,2.0601035475225442e-07,Canada,983554186.4,4289230698.925975,6.60513,3785251639.5124,7.15825871441964,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Banco Macro,1.758354314892029e-07,Argentina,0.0,5012842218.629437,0.734598,0.0,63.787900478000005,8.5,-2.8,147.5,97.0,9.5,350.0,-147.5,-97.0,-9.5,0
SmartCentres REIT,2.6983601646325284e-07,Canada,316347643.4,3259563094.386919,14.6987,814982373.2033,19.1341302629252,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
TIM S.A.,1.083313310874816e-07,Brazil,883896895.1,8118000222.759418,21.7872,6182781367.9856,16.76988772872,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
EPR Properties,2.472233288136462e-07,United States,427881039.9,3556582533.369182,25.0258,829163540.7,46.96931969548,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Geopark,2.0524497694487848e-06,Chile,336526286.2,427876007.4775676,2.51577,957895050.8,7.71297972192,18.0,2.0,4.5,9.0,7.2,850.0,-4.5,-9.0,-7.2,0
Healthcare Realty,1.351702341567474e-07,United States,-730353629.7,6449283129.813118,-39.0465,1681759766.8,17.58793103256,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Western Midstream,6.102688616565188e-08,United States,2442628034.0,14181329960.877176,14.0515,4380788719.9,37.26966337852,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Tourmaline Oil,5.52389292427124e-08,Canada,1894898279.0,15589744153.3701,20.6967,5560821156.2201,44.234717794072,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Clipper Realty,3.582822953659248e-06,United States,47656514.7,239924388.0365501,-12.0213,182897388.1,5.6593014848512,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Plains All American Pipeline,7.240424458065448e-08,United States,2375987900.0,11828739884.799978,10.7963,63517735700.0,16.8721431417,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Artisan Partners,2.912752562843004e-07,United States,521823946.1,2938177197.463952,14.3867,1320134152.8,42.03184404016,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
OdontoPrev,7.948829725032465e-07,Brazil,184282848.5,1076399034.320119,12.9656,555086331.1689,1.96628394410856,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Kinetik,3.293930231802214e-07,United States,574404980.1,2591963321.071536,27.2182,1763803562.0,43.39038024118,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Apple Hospitality REIT,2.4293373535054884e-07,United States,358296163.5,3509720276.064877,21.6286,1776948820.5,14.57870030772,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Crown Crafts,1.7605149256650366e-05,United States,6819941.6,48298121.97012757,10.234,110838110.1,4.68427177556,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Omega Healthcare,8.144634941458997e-08,United States,740752251.3,10427974512.113075,39.1553,1249208549.5,39.30990233274,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Banco de Chile,6.76730180817847e-08,Chile,2424057241.0,12521856227.483513,8.62605,4280737561.6354,24.791581411732,18.0,2.0,4.5,9.0,7.2,850.0,-4.5,-9.0,-7.2,0
The RMR Group,2.080779408727728e-06,United States,82551200.9,407190793.09712,6.72703,1160298801.1,24.3465269,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Rithm Capital,1.4858148309757264e-07,United States,1159925595.9,5699212773.666506,7.8069,3117397094.7,10.965675715760002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
NRC Health,1.6333118795646668e-06,United States,50629375.3,517253081.5885436,18.8151,186960468.0,21.668408941000003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Corby Spirit and Wine,3.2768562507497083e-06,Canada,39412769.7,257813478.7898356,15.1418,216973147.0622,9.08245238282348,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Telus,3.4695016553372784e-08,Canada,977974001.8,24295160885.80905,27.3648,18827410728.3154,16.35112746604,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
One Liberty Properties,1.472869330192944e-06,United States,66544276.5,569024502.458891,20.6961,114751652.3,26.664316260880003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Postal Realty Trust,2.035599037012758e-06,United States,5439593.6,411692680.1703668,110.307,87478276.4,14.174547961180002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sinclair Broadcast,8.528855382912322e-07,United States,-605819400.0,982340429.8525118,11.5568,4115482000.0,14.8026883552,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Outfront Media,2.8379303014731106e-07,United States,308149910.0,2946759391.0460377,-7.27778,2354004580.0,17.753487415480002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Kearny Financial,1.965444712163159e-06,United States,-103239805.6,424518664.267945,12.4815,179702138.1,6.573562263,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sabra Health Care REIT,1.9813657810391866e-07,United States,69173328.2,4197786627.07989,-34.1481,853658327.2,17.9190437984,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Modiv,5.379602325586282e-06,United States,21610498.23,154555570.29661793,100.176,61475248.8235,16.4095591306,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Whirlpool,1.463034195403304e-07,United States,922788200.0,5680073863.693394,-3.64578,23635903300.0,103.472739325,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Gerdau,1.2018983386742158e-07,Brazil,1491210394.0,6875440997.044186,3.41709,16132722298.6729,3.41338307138,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Peakstone Realty Trust,1.690378195779302e-06,United States,-122461151.5,488509065.5226441,-0.19849,306680095.0,13.42954423804,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Kimberly-Clark de México,1.7197944264476177e-07,Mexico,1062018023.5,4799868901.221508,14.9106,3987494282.7512,1.55034787854896,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
Dine Brands Global,1.7558507749618755e-06,United States,229861172.6,469321665.0588617,6.56432,1049816002.8,30.676623894,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sunoco,1.1655323530443897e-07,United States,1371401300.0,7021580117.122939,9.43694,30206615400.0,51.6300240330008,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Banco do Brasil,3.0086833640057296e-08,Brazil,12702844185.0,27198825259.91331,2.17045,38069355391.5321,4.76507302903572,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Capstone Infrastructure,2.576691292555984e-07,Canada,1071642.1165,3160261364.0698967,0.0,172537900.6439,10.3748342009508,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Universal Health Realty Income Trust,1.3245569637822568e-06,United States,53567727.2,614332944.9391403,36.1508,125788045.8,44.359372011800005,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
BG Staffing,1.0663134243624574e-05,United States,11490119.0,75861705.44403027,-10.3795,375701329.3,6.92415225036,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Headwater Exploration,7.496597788434009e-07,Canada,231561045.6,1074974379.769066,11.016,553949994.1866,4.52327306247568,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Plains GP,1.920290229665435e-07,United States,2347869700.0,4191594304.160137,15.6387,63517735700.0,18.016429906,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Flushing Financial Corp,2.0083662699822826e-06,United States,39700342.2,397742439.6830997,12.5714,247153865.6,13.6827481178,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Deluxe,9.70861478578197e-07,United States,225008226.9,822359456.1288321,27.552,2788621206.9,18.6007465516,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Andrew Peller,6.1862565820104005e-06,Canada,-2777566.92,129019938.57173932,-22.8017,368023515.4771,2.85038424473364,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Grupo Aeroportuario del Sureste,9.52973333734816e-08,Mexico,1260381699.7,8356701082.90361,15.0362,2017844661.165,277.86204220432,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
LTC Properties,5.150945419430659e-07,United States,122344844.4,1544879734.3070204,18.9741,256872538.0,35.5215827471,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Manhattan Bridge Capital,1.2863884488028544e-05,United States,7260579.356,61825363.95131189,11.913,9526278.7289,5.4049289718,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Ethan Allen,1.014551328885774e-06,United States,109521667.1,780914234.8373,8.87231,825935060.1,30.7163574259008,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Global Partners LP,5.413972715495003e-07,United States,168560940.4,1462921954.5809717,6.97348,21964464190.7,43.27838621744,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
First Interstate BancSystem,2.556601570963664e-07,United States,433531520.0,3094673836.4937234,11.2066,1294331870.0,29.60050740502,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Banco Santander Brasil,2.0533686201797443e-08,Brazil,3907611816.0,38213869340.77688,59.0413,10923842661.7702,5.122509259759999,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
CBL Properties,1.015978999978644e-06,United States,243185365.1,772236182.1617297,-24.0476,674634860.2,24.5412991152,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Ambev,2.134246713540773e-08,Brazil,4199747133.0,36679744897.02993,13.2622,20167431103.5821,2.33239727702,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Kronos Worldwide,5.580783852532575e-07,United States,36681470.0,1398022107.317309,-62.25,2270289030.0,12.1529097535116,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Braemar Hotels &amp; Resorts,3.2073733476215244e-06,United States,-51924090.6,242980488.7472558,-5.65517,950907678.1,3.16017919162,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
